상품명,가격,할인율,평점,용량,전성분,URL
레드이치 큐어밤 60ml,"9,300원",22%,4.8,60ml,"정제수, 부틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 스쿠알란, 펜타에리스리틸테트라아이소스테아레이트, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 다이아이소스테아릴말레이트, 시어버터, 비스-하이드록시에톡시프로필다이메티콘, 세테아릴알코올, 아라키딜알코올, 글리세릴스테아레이트, 1,2-헥산다이올, 베헤닐알코올, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 판테놀, 세테아릴올리베이트, 아라키딜글루코사이드, 솔비탄올리베이트, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 소듐스테아로일글루타메이트, 글리세릴카프릴레이트, 인삼수, 다이소듐이디티에이, 에틸헥실글리세린, 솔비탄아이소스테아레이트, 글리세린, 글루코오스, 시호뿌리추출물, 왜당귀뿌리추출물, 소엽맥문동뿌리추출물, 검정콩오일, 하이드록시프로필비스팔미타마이드엠이에이, 콜레스테롤, 달맞이꽃오일, 토코페롤, 스테아릭애씨드, 팔미틱애씨드, 세라마이드엔피, 피토스핑고신, 들깨추출물, 하이드로제네이티드레시틴, 카놀라오일, 미리스틱애씨드, 아라키딕애씨드, 로즈마리잎추출물",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=50716
세라마이드 아토 버블워시 앤 샴푸 900ml,"23,200원",33%,4.9,900ml,"정제수, 글리세린, 솔비톨, 카프릴릴/카프릴글루코사이드, 다이프로필렌글라이콜, 프로판다이올, 다이소듐코코암포다이아세테이트, 코코-글루코사이드, 다이소듐코코일글루타메이트, 1,2-헥산다이올, 소듐클로라이드, 시트릭애씨드, 카프릴릴글라이콜, 다이소듐이디티에이, 에틸헥실글리세린, 잔탄검, 세라마이드엔피(10ppm), 부틸렌글라이콜, 인삼수, 시호뿌리추출물, 왜당귀뿌리추출물, 소엽맥문동뿌리추출물, 토코페롤",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=58177
레드이치 케어크림 128ml,"9,100원",24%,4.8,128ml,"정제수, 글리세린, 부틸렌글라이콜, 프로판다이올, 다이메티콘, 스쿠알란, 펜타에리스리틸테트라아이소스테아레이트, 베헤닐알코올, 스테아릭애씨드, 팔미틱애씨드, 세틸에틸헥사노에이트, 1,2-헥산다이올, 아라키딜알코올, C14-22알코올, 판테놀, 하이드록시프로필비스팔미타마이드엠이에이, 아라키딜글루코사이드, 폴리아크릴레이트-13, C12-20알킬글루코사이드, 폴리아이소부텐, 글리세릴카프릴레이트, 인삼수, 올레아놀릭애씨드, 에틸헥실글리세린, 다이소듐이디티에이, 폴리솔베이트20, 솔비탄아이소스테아레이트, 들깨추출물, 시호뿌리추출물, 왜당귀뿌리추출물, 소엽맥문동뿌리추출물, 글루코오스, 미리스틱애씨드, 아라키딕애씨드, 검정콩오일, 콜레스테롤, 달맞이꽃오일, 세라마이드엔피, 피토스핑고신, 하이드로제네이티드레시틴, 토코페롤, 카놀라오일, 로즈마리잎추출물",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=59521
프레쉬 모이스춰 로션 350ml,"11,400원",36%,4.7,350ml,"정제수, 부틸렌글라이콜, 글리세린, 변성알코올, 다이메티콘, 세틸에틸헥사노에이트, 하이드로제네이티드폴리데센, 1,2-헥산다이올, 아라키딜알코올, 베헤닐알코올, 글리세릴스테아레이트시트레이트, 향료, 나이아신아마이드, 카보머, 아라키딜글루코사이드, 트로메타민, 글리세릴카프릴레이트, 리모넨, 인삼수, 다이소듐이디티에이, 에틸헥실글리세린, 리날룰, 치자추출물, 덱스트린, 시트로넬올, 아스코빅애씨드, 헥실신남알, 시호뿌리추출물, 왜당귀뿌리추출물, 소엽맥문동뿌리추출물, 카카오추출물, 시트랄, 유자껍질추출물, 토코페롤",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=52678
울트라 리페어 인텐시브 케어 크림 200ml,"13,900원",22%,4.7,200ml,"정제수, 부틸렌글라이콜, 글리세린, 세틸에틸헥사노에이트, 다이메티콘, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 세테아릴알코올, 시어버터, 글리세릴스테아레이트시트레이트, 판테놀, 1,2-헥산다이올, 글리세릴스테아레이트, 하이드록시프로필스타치포스페이트, 폴리아크릴레이트-13, 향료, 소듐스테아로일글루타메이트, 폴리아이소부텐, 하이드로제네이티드레시틴, 토코페릴아세테이트, 글리세릴카프릴레이트, 스테아릭애씨드, 인삼수, 팔미틱애씨드, 다이소듐이디티에이, 에틸헥실글리세린, 폴리솔베이트20, 솔비탄아이소스테아레이트, 호호바씨오일, 시호뿌리추출물, 왜당귀뿌리추출물, 소엽맥문동뿌리추출물, 마데카소사이드, 미리스틱애씨드, 7-데하이드로콜레스테롤, 글루코노락톤, 라우릭애씨드, 토코페롤",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=20012
젠틀 딥 립앤아이 리무버 140ml,"7,900원",28%,4.8,140ml,"정제수, 아이소도데케인, 세틸에틸헥사노에이트, 메틸트라이메티콘, 1,2-헥산다이올, 헥실렌글라이콜, 소듐클로라이드, 라우릴메틸글루세스-10하이드록시프로필다이모늄클로라이드, 포타슘포스페이트, 카프릴릴/카프릴글루코사이드, 에틸헥실글리세린, 다이포타슘포스페이트, 알지닌, C9-12알케인, 부틸렌글라이콜, 인삼수, 황금추출물, 매실추출물, 코코-카프릴레이트/카프레이트, 토코페롤",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=64638
세라마이드 아토 수딩 젤 175ml,"13,200원",26%,4.8,175ml,"정제수, 프로판다이올, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 에틸헥실스테아레이트, 1,2-헥산다이올, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 세테아릴올리베이트, 솔비탄올리베이트, 카보머, 트로메타민, 글리세릴카프릴레이트, 에틸헥실글리세린, 부틸렌글라이콜, 인삼수, 황금추출물, 세라마이드엔피(104ppm), 베타인, 매실추출물, 검정콩오일, 하이드로제네이티드레시틴, 스쿠알란, 마데카소사이드, 폴리글리세릴-10펜타스테아레이트, 피토스핑고신, 펜틸렌글라이콜, 다이포타슘글리시리제이트, 카놀라오일, 로즈마리잎추출물, 토코페롤",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=24772
세라마이드 아토 5.0 젠틀스킨클렌져 400ml,"10,500원",29%,5.0,400ml,"정제수, 글리세린, 라우릴하이드록시설테인, 소듐코코일이세티오네이트, 소듐메틸코코일타우레이트, 카프릴릴/카프릴글루코사이드, 라우릴베타인, 하이드록시프로필스타치포스페이트, 소듐클로라이드, 글리세릴스테아레이트, 하이드레이티드실리카, 트라이하이드록시스테아린, 글라이콜다이스테아레이트, 잔탄검, 세테아릴올리베이트, 솔비탄올리베이트, 라우릭애씨드, 소듐메타포스페이트, 글루코노락톤, 에틸헥실글리세린, 폴리쿼터늄-7, 시트릭애씨드, 부틸렌글라이콜, 인삼수, 황금추출물, 프로판다이올, 매실추출물, 소듐벤조에이트(0.003%), 1,2-헥산다이올, 검정콩오일, 하이드로제네이티드레시틴, 스쿠알란, 마데카소사이드, 폴리 글리세릴-10펜타스테아레이트, 3-O-에틸아스코빅애씨드, 세라마이드엔피(4ppm), 피토스핑고신, 토코페롤, 펜틸렌글라이콜, 다이포타슘글리시리제이트, 하이드롤라이즈드식물성단백질, 카놀라오일, 로즈마리잎추출물",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=64641
무기자차 장벽 선크림 SPF50+/PA++++ 50ml,"16,900원",26%,4.8,50ml,"정제수, 징크옥사이드, 사이클로헥사실록세인, 부틸옥틸살리실레이트, 프로필헵틸카프릴레이트, 아이소도데케인, 판테놀, 폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 카프릴릴메티콘, 나이아신아마이드, 프로판다이올, 다이실록세인, 다이스테아다이모늄헥토라이트, 마그네슘설페이트, 트라이에톡시카프릴릴실레인, 폴리메틸실세스퀴옥세인, 폴리글리세릴-2다이폴리하이드록시스테아레이트, 1,2-헥산다이올, 라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 카프릴릴글라이콜, 글리세릴카프릴레이트, 에틸헥실글리세린, 아데노신, 부틸렌글라이콜, 인삼수, 소듐하이알루로네이트, 황금추출물, 매실추출물, 토코페롤, 세라마이드엔피",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=65992
데일리 무기자차 선스틱 SPF50+/PA++++ 20g,"13,900원",30%,4.5,20g,"징크옥사이드, 합성왁스, C12-15알킬벤조에이트, 티타늄디옥사이드, 코코-카프릴레이트/카프레이트, 폴리메틸실세스퀴옥세인, 에이치디아이/트라이메틸올헥실락톤크로스폴리머, 세틸에틸헥사노에이트, 실리카, 펜타에리스리틸테트라에틸헥사노에이트, 아크릴레이트코폴리머, 하이드로제네이티드폴리(C6-14올레핀), 폴리하이드록시스테아릭애씨드, 에틸헥실메톡시크릴렌, 알루미늄스테아레이트, 트라이에톡시카프릴릴실레인, 알루미나, 글리세릴카프릴레이트, 부틸렌글라이콜, 정제수, 인삼수, 황금추출물, 소듐하이알루로네이트, 매실추출물, 토코페롤",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=64816
세라마이드 아토 로션 508ml,"18,500원",,5.0,508ml,"정제수, 글리세린, 프로판다이올, 다이메티콘, 하이드로제네이티드쌀겨오일, 하이드로제네이티드폴리(C6-14올레핀), 세틸에틸헥사노에이트, 다이아이소스테아릴말레이트, 1,2-헥산다이올, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, C14-22알코올, 아라키딜알코올, 팔미틱애씨드, 글리세릴스테아레이트, 스테아릭애씨드, 베헤닐알코올, C12-20알킬글루코사이드, 글리세릴카프릴레이트, 아라키딜글루코사이드, 솔비탄아이소스테아레이트, 에틸헥실글리세린, 부틸렌글라이콜, 소듐메타포스페이트, 인삼수, 황금추출물, 세틸-피지하이드록시에틸팔미타마이드(세라마이드 CPP-40 65.5ppm), 만니톨, 매실추출물, 하이드로제네이티드레시틴, 검정콩오일, 스쿠알란, 마데카소사이드, 폴리글리세릴-10펜타스테아레이트, 아크릴레이트/암모늄메타크릴레이트코폴리머, 세라마이드엔피(4.04ppm), 토코페롤, 콜레스테롤, 피토스핑고신, 실리카, 펜틸렌글라이콜, 다이포타슘글리시리제이트, 아라키딕애씨드, 올레익애씨드, 카놀라오일, 로즈마리잎추출물",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=67625
튼살크림 330ml,"36,000원",10%,4.9,330ml,"정제수, 펜타에리스리틸테트라에틸헥사노에이트, 부틸렌글라이콜, 프로판다이올, 폴리글리세릴-3메틸글루코 오스다이스테아레이트, 스쿠알란, 세테아릴알코올, 판테놀, 시어버터, 1,2-헥산다이올, 카보머, 트로메타민, 잔탄검, 알란 토인, 인카르나타시계꽃씨오일, 올레아놀릭애씨드, 비타민 나무열매추출물, 원추리꽃추출물",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=64457
시카 아크네 클리어 필링 스크럽 200g,"12,600원",30%,4.8,200g,"수크로오스, 글리세린, 하이드레이티드실리카, 폴리솔베이트20, 하이드로제네이티드폴리(C6-14올레핀), 메틸글루카민, 살리실릭애씨드, 폴리솔베이트60, 향료,글루코노락톤, 소듐설파이트, 페퍼민트오일, 리날룰, 정제수, 헥실신남알, 부틸렌글라이콜, 시트로넬올, 아스코빅애씨드, 베타인, 인삼수, 황금추출물, 대추추출물, 매실추출물, 락틱애씨드, 나이아신아마이드, 피토스핑고신, 프로판다이올, 토코페롤, 마데카소사이드, 시트릭애씨드, 소듐하이알루로네이트, 글라이콜릭애씨드, 아시아티코사이드, 마데카식애씨드, 아시아틱애씨드, 1,2-헥산다이올, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이알루로닉애씨드, 에틸헥실글리세린, 소듐아세틸레이티드하이알루로네이트",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=62158
시카 아크네 클리어 바디 워시 400ml,"14,250원",25%,4.9,400ml,"정제수, 소듐C14-16올레핀설포네이트, 카프릴릴/카프릴글루코사이드, 라우릭애씨드, 라우릴하이드록시설테인, 코카마이드엠이에이, 살리실릭애씨드, 소듐하이드록사이드, 소듐클로라이드, 향료, 멘톨, 다이-C12-13알킬말레이트, 소듐설파이트, 소듐메타포스페이트, 글루코노락톤, 에틸헥실글리세린, 리날룰, 락틱애씨드, 페퍼민트오일, 헥실신남알, 시트로넬올, 리모넨, 아스코빅애씨드, 베타인, 피토스핑고신, 시트릭애씨드, 글라이콜릭애씨드, 부틸렌글라이콜, 나이아신아마이드, 인삼수, 프로판다이올, 황금추출물, 마데카소사이드, 대추추출물, 매실추출물, 소듐하이알루로네이트, 아시아티코사이드, 마데카식애씨드, 토코페롤, 클로로필린-카퍼컴플렉스, 아시아틱애씨드, 1,2-헥산다이올, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=62156
젠틀 딥 클렌징 오일 250ml,"18,900원",21%,4.9,250ml,"솔베스-30테트라올리에이트, C12-15알킬벤조에이트, 세틸에틸헥사노에이트, 아이소프로필팔미테이트, 펜타에리스리틸테트라아이소스테아레이트, 트라이에틸헥사노인, 카프릴릭/카프릭트라이글리세라이드, 아이소도데케인, 다이아이소스테아릴말레이트, 아이소노닐아이소노나노에이트, 정제수, C9-12알케인, 락틱애씨드, 부틸렌글라이콜, 인삼수, 센티드제라늄꽃오일, 황금추출물, 시트릭애씨드, 살리실릭애씨드, 코코-카프릴레이트/카프레이트, 글라이콜릭애씨드, 매실추출물, 알지닌",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=64637
시카 트러블 클리어 바디 미스트 200ml,"18,000원",25%,4.8,200ml,"정제수, 부틸렌글라이콜, 글리세린, 나이아신아마이드, 1,2-헥산다이올, 트로메타민, 살리실릭애씨드, 폴리글리세릴-10라우레이트, 징크피씨에이, 글루코노락톤, 락틱애씨드, 대추추출물, 에틸헥실글리세린, 아데노신, 향료, 알란토인, 인삼수,페퍼민트오일, 황금추출물, 베타인, 시트릭애씨드, 글라이콜릭애씨드, 소듐하이알루로네이트, 매실추출물, 아스코빅애씨드, 징크클로라이드, 토코페롤",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=62157
젠틀 딥 페이셜 클렌저 250ml,"16,800원",20%,4.7,250ml,"정제수, 글리세린, 라우릴하이드록시설테인, 소듐코코일알라니네이트, 카프릴릴/카프릴글루코사이드, 폴리글리세릴-6카프릴레이트, 소듐클로라이드, 다이소듐코코암포다이아세테이트, 아크릴레이트/베헤네스-25메타크릴레이트코폴리머, 폴리글리세릴-10라우레이트, 수크로오스, C9-12알케인, 시트릭애씨드, 1,2-헥산다이올, 폴리글리세릴-10다이아이소스테아레이트, 에틸헥실글리세린, 코코-카프릴레이트/카프레이트, 부틸렌글라이콜, 인삼수, 황금추출물, 알지닌, 피토스테롤, 매실추출물, 프로판다이올, 소듐하이알루로네이트, 토코페롤, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=64635
프로바이오틱스 스킨 배리어 젠틀 클렌저 300ml,"10,800원",36%,4.9,300ml,"전성분 정제수, 글리세린, 코카미도프로필베타인, 라우릴글루코사이드, 코코-글루코사이드, 카프릴릴/카프릴글루코사이드, 잔탄검, 시트릭애씨드, 향료, 글리세릴카프릴레이트, 다이소듐이디티에이, 에틸헥실글리세린, 락틱애씨드, 덱스트린, 부틸렌글라이콜, 인삼수, 시호뿌리추출물, 왜당귀뿌리추출물, 소엽맥문동뿌리추출물, 락토바실러스발효용해물(1 PPM), 토코페롤",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=59720
세라마이드 아토 버블워시 앤 샴푸 400ml,"12,000원",28%,4.8,400ml,"정제수, 글리세린, 솔비톨, 카프릴릴/카프릴글루코사이드, 다이프로필렌글라이콜, 프로판다이올, 다이소듐코코암포다이아세테이트, 코코-글루코사이드, 다이소듐코코일글루타메이트, 1,2-헥산다이올, 소듐클로라이드, 시트릭애씨드, 카프릴릴글라이콜, 다이소듐이디티에이, 에틸헥실글리세린, 잔탄검, 세라마이드엔피(10ppm), 부틸렌글라이콜, 인삼수, 시호뿌리추출물, 왜당귀뿌리추출물, 소엽맥문동뿌리추출물, 토코페롤",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=35119
히알루론 모이스춰 수분크림 (100mlx3),"26,400원",36%,4.8,100ml * 3,"정제수, 부틸렌글라이콜, 다이카프릴릴카보네이트, 글리세린, 하이드로제네이티드폴리(C6-14올레핀), 메틸트라이메티콘, 1,2-헥산다이올, 세테아릴알코올, 피씨에이다이메티콘, 스테아릭애씨드, 글리세릴스테아레이트, 팔미틱애씨드, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 향료, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 소듐하이알루로네이트, 글리세릴카프릴레이트, 하이드로제네이티드레시틴, 인삼수, 하이드록시프로필스타치포스페이트, 다이소듐이디티에이, 에틸헥실글리세린, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 녹차씨오일, 솔비탄아이소스테아레이트, 폴리솔베이트60, 리모넨, 시호뿌리추출물, 왜당귀뿌리추출물, 소엽맥문동뿌리추출물, 미리스틱애씨드, 아라키딕애씨드, 리날룰, 토코페롤, 돌콩오일",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=67509
세라마이드 아토 탑투토워시 본품+리필 SET,"16,800원",29%,,본품 1000ml + 리필 500ml,"정제수, 코카미도프로필베타인, 솔비톨, 다이소듐라우레스설포석시네이트, 코카마이드메틸엠이에이, 소듐클로라이드, 다이소듐코코암포다이아세테이트, 코카마이드엠이에이, 1,2-헥산다이올, 소듐벤조에이트(0.499%), 시트릭애씨드, 다이소듐이디티에이, 부틸렌글라이콜, 인삼수, 시호뿌리추출물, 왜당귀뿌리추출물, 소엽맥문동뿌리추출물, 들깨추출물, 낫토검, 세라마이드엔피(10ppb), 에틸헥실글리세린, 스테아릭애씨드, 하이드록시프로필비스팔미타마이드엠이에이(세라마이드 PC-104 3ppb), 만니톨, 아크릴레이트/암모늄메타크릴레이트코폴리머, 실리카, 콜레스테롤",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=67344
세라마이드 아토 로션 2입 SET,"37,800원",27%,,본품 564ml*2 + 증정 50ml*2,"정제수, 글리세린, 프로판다이올, 다이메티콘, 하이드로제네이티드쌀겨오일, 하이드로제네이티드폴리(C6-14올레핀), 세틸에틸헥사노에이트, 다이아이소스테아릴말레이트, 1,2-헥산다이올, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, C14-22알코올, 아라키딜알코올, 팔미틱애씨드, 글리세릴스테아레이트, 스테아릭애씨드, 베헤닐알코올, C12-20알킬글루코사이드, 글리세릴카프릴레이트, 아라키딜글루코사이드, 솔비탄아이소스테아레이트, 에틸헥실글리세린, 부틸렌글라이콜, 소듐메타포스페이트, 인삼수, 황금추출물, 세틸-피지하이드록시에틸팔미타마이드(세라마이드 CPP-40 65.5ppm), 만니톨, 매실추출물, 하이드로제네이티드레시틴, 검정콩오일, 스쿠알란, 마데카소사이드, 폴리글리세릴-10펜타스테아레이트, 아크릴레이트/암모늄메타크릴레이트코폴리머, 세라마이드엔피(4.04ppm), 토코페롤, 콜레스테롤, 피토스핑고신, 실리카, 펜틸렌글라이콜, 다이포타슘글리시리제이트, 아라키딕애씨드, 올레익애씨드, 카놀라오일, 로즈마리잎추출물",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=67343
인텐시브 세라마이드 비건 립 마스크 7g,"8,900원",36%,4.9,7g,"폴리부텐, 하이드로제네이티드캐스터오일아이소스테아레이트, 비스-베헤닐/ 아이소스테아릴/피토스테릴다이머다이리놀레일다이머다이리놀리에이트, 펜타에리스리틸테트라에틸헥사노에이트, 트라이에틸헥사노인, 피마자씨오일, 해바라기씨왁스, 야자씨버터, 카나우바왁스, 세라마이드엔피, 콜레스테롤, 팔미틱애씨드, 스테아릭애씨드, 정제수, 글리세릴카프릴레이트, 부틸렌글라이콜, 인삼수, 글리세린, 황금추출물, 프로판다이올, 토코페롤, 1,2-헥산다이올, 검정콩오일, 하이드로제네이티드레시틴, 스쿠알란, 폴리글리세릴-10펜타스테아레이트, 피토스핑고신, 펜틸렌글라이콜, 다이포타슘글리시리제이트, 에틸헥실글리세린, 매실추출물, 카놀라오일, 로즈마리잎추출물",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=67199
울트라 리페어 인텐시브 케어 크림 (200mlx2),"27,400원",23%,5.0,200ml *2입,"정제수, 부틸렌글라이콜, 글리세린, 세틸에틸헥사노에이트, 다이메티콘, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 세테아릴알코올, 시어버터, 글리세릴스테아레이트시트레이트, 판테놀, 1,2-헥산다이올, 글리세릴스테아레이트, 하이드록시프로필스타치포스페이트, 폴리아크릴레이트-13, 향료, 소듐스테아로일글루타메이트, 폴리아이소부텐, 하이드로제네이티드레시틴, 토코페릴아세테이트, 글리세릴카프릴레이트, 스테아릭애씨드, 인삼수, 팔미틱애씨드, 다이소듐이디티에이, 에틸헥실글리세린, 폴리솔베이트20, 솔비탄아이소스테아레이트, 호호바씨오일, 시호뿌리추출물, 왜당귀뿌리추출물, 소엽맥문동뿌리추출물, 마데카소사이드, 미리스틱애씨드, 7-데하이드로콜레스테롤, 글루코노락톤, 라우릭애씨드, 토코페롤",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=67186
울트라 리페어 로션 (350mlx2),"22,800원",36%,5.0,350ml *2입,"정제수, 글리세린, 부틸렌글라이콜, 펜타에리스리틸테트라에틸헥사노에이트, 하이드로제네이티드폴리(C6-14올레핀), 판테놀, 시어버터, C14-22알코올, 다이메티콘, 세테아릴알코올, 비스-다이글리세릴폴리아실아디페이트-2, 글리세릴스테아레이트, 향료, C12-20알킬글루코사이드, 1,2-헥산다이올, 스테아릭애씨드, 팔미틱애씨드, 카보머, 폴리아크릴레이트-13, 토코페릴아세테이트, 잔탄검, 글리세릴카프릴레이트, 인삼수, 폴리아이소부텐, 다이소듐이디티에이, 에틸헥실글리세린, 포타슘하이드록사이드, 호호바씨오일, 폴리솔베이트20, 솔비탄아이소스테아레이트, 시호뿌리추출물, 왜당귀뿌리추출물, 소엽맥문동뿌리추출물, 글루코오스, 마데카소사이드, 미리스틱애씨드, 아라키딕애씨드, 7-데하이드로콜레스테롤, 토코페롤",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=67185
울트라 리페어 딥 모이스춰 워시 (500mlx2),"18,200원",34%,5.0,500ml *2입,"정제수, 글리세린, 라우릴글루코사이드, 다이프로필렌글라이콜, 코카미도프로필베타인, 소듐C14-16올레핀설포네이트, 판테놀, 다이소듐코코암포다이아세테이트, 소듐클로라이드, 소듐벤조에이트, 시트릭애씨드, 향료, 카프릴릴글라이콜, 폴리쿼터늄-10, 에틸헥실글리세린, 폴리쿼터늄-7, 부틸렌글라이콜, 인삼수, 다이소듐이디티에이, 시호뿌리추출물, 왜당귀뿌리추출물, 소엽맥문동뿌리추출물, 토코페롤, 토코페릴아세테이트, 호호바씨오일, 7-데하이드로콜레스테롤",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=67184
울트라 리페어 로션 (528mlx2),"31,800원",36%,4.9,528ml *2입,"정제수, 글리세린, 부틸렌글라이콜, 펜타에리스리틸테트라에틸헥사노에이트, 하이드로제네이티드폴리(C6-14올레핀), 판테놀, 시어버터, C14-22알코올, 다이메티콘, 세테아릴알코올, 비스-다이글리세릴폴리아실아디페이트-2, 글리세릴스테아레이트, 향료, C12-20알킬글루코사이드, 1,2-헥산다이올, 스테아릭애씨드, 팔미틱애씨드, 카보머, 폴리아크릴레이트-13, 토코페릴아세테이트, 잔탄검, 글리세릴카프릴레이트, 인삼수, 폴리아이소부텐, 다이소듐이디티에이, 에틸헥실글리세린, 포타슘하이드록사이드, 호호바씨오일, 폴리솔베이트20, 솔비탄아이소스테아레이트, 시호뿌리추출물, 왜당귀뿌리추출물, 소엽맥문동뿌리추출물, 글루코오스, 마데카소사이드, 미리스틱애씨드, 아라키딕애씨드, 7-데하이드로콜레스테롤, 토코페롤",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=67183
데일리 무기자차 선스틱 SPF50+/PA++++ (20gx2),"28,800원",28%,4.9,20g *2입,"징크옥사이드, 합성왁스, C12-15알킬벤조에이트, 티타늄디옥사이드, 코코-카프릴레이트/카프레이트, 폴리메틸실세스퀴옥세인, 에이치디아이/트라이메틸올헥실락톤크로스폴리머, 세틸에틸헥사노에이트, 실리카, 펜타에리스리틸테트라에틸헥사노에이트, 아크릴레이트코폴리머, 하이드로제네이티드폴리(C6-14올레핀), 폴리하이드록시스테아릭애씨드, 에틸헥실메톡시크릴렌, 알루미늄스테아레이트, 트라이에톡시카프릴릴실레인, 알루미나, 글리세릴카프릴레이트, 부틸렌글라이콜, 정제수, 인삼수, 황금추출물, 소듐하이알루로네이트, 매실추출물, 토코페롤",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=67149
레드이치 케어크림 (330mlx2),"38,400원",26%,5.0,330ml *2입,"정제수, 글리세린, 부틸렌글라이콜, 프로판다이올, 다이메티콘, 스쿠알란, 펜타에리스리틸테트라아이소스테아레이트, 베헤닐알코올, 스테아릭애씨드, 팔미틱애씨드, 세틸에틸헥사노에이트, 1,2-헥산다이올, 아라키딜알코올, C14-22알코올, 판테놀, 하이드록시프로필비스팔미타마이드엠이에이, 아라키딜글루코사이드, 폴리아크릴레이트-13, C12-20알킬글루코사이드, 폴리아이소부텐, 글리세릴카프릴레이트, 인삼수, 올레아놀릭애씨드, 에틸헥실글리세린, 다이소듐이디티에이, 폴리솔베이트20, 솔비탄아이소스테아레이트, 들깨추출물, 시호뿌리추출물, 왜당귀뿌리추출물, 소엽맥문동뿌리추출물, 글루코오스, 미리스틱애씨드, 아라키딕애씨드, 검정콩오일, 콜레스테롤, 달맞이꽃오일, 세라마이드엔피, 피토스핑고신, 하이드로제네이티드레시틴, 토코페롤, 카놀라오일, 로즈마리잎추출물",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=67148
레드이치 고보습 워시 (470gx2),"31,800원",24%,4.9,470g*2입,"글리세린, 정제수, 코카이드프로필베타인, 카프릴릴/카프릴글루코사이드, 다이소듐라우레스설포석시네이트, 다이소듐코코암포다이아세테이트, 소듐클로라이드, 코카미도메틸MEA, 시트릭애씨드, 글라이드올리에이트, 나이아신아마이드, 소듐벤조에이트, 부틸렌글라이콜, 다추추출물, 폴리쿼터늄-7, 인삼수, 센티드제라늄꽃오일, 카프릴릴글라이콜, 홍콩추출물, 마치현추출물, 피토스핑고신",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=67147
