상품명,가격,할인율,평점,용량,전성분,URL
진저슈가 에센셜 립밤 15ml,"7,500원",,4.8,15ml,"다이아이소스테아릴말레이트, 폴리부텐, 피토스테릴/이소스테아릴/세틸/스테아릴/베헤닐다이머디리놀리에이트, 피토스테릴이소스테아릴다이머디리놀리에이트, 하이드로제네이티드폴리아이소부텐, 덱스트린팔미테이트/에틸헥사노에이트, 시어버터, 글리세린, 토코페릴아세테이트, 야자씨버터, 트라이에틸헥사노인, 에틸렌/프로필렌/스타이렌코폴리머, 칸데릴라왁스, 다이메티콘, 카프릴릭/카프릭트라이글리세라이드, 리모넨, 수크로오스테트라스테아레이트트라이아세테이트, 해바라기씨왁스, 오조케라이트, 합성왁스, 폴리글리세릴-2다이폴리하이드록시스테아레이트, 폴리하이드록시스테아릭애씨드, 향료, 다이스테아다이모늄헥토라이트, 레시틴, 솔비탄아이소스테아레이트, 에틸헥실팔미테이트, 아이소스테아릭애씨드, 아이소프로필미리스테이트, 데하이드로아세틱애씨드, 폴리글리세릴-3폴리리시놀리에이트, 리날룰, 부틸렌/에틸렌/스타이렌코폴리머, 시트랄, 펜타에리스리틸테트라-다이-T-부틸하이드록시하이드로신나메이트, 제라니올, 에리스리톨, 정제수, 부틸렌글라이콜, 생강추출물",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=55141
그림자쉐딩 재창조 & 재창조 쉐딩스틱 기획세트,"19,000원",5%,4.8,10 g + 1 g,"[톤앤톤] 탤크, 마이카, 펜타에리스리틸테트라에틸헥사노에이트, 나일론-12, 다이아이소스테아릴말레이트, 마그네슘스테아레이트, 티타늄디옥사이드 (CI 77891), 황색산화철, 흑색산화철, 다이메티콘, 적색산화철, 1,2-헥산다이올, 아미노프로필다이메티콘, 폴리메틸실세스퀴옥세인, 글리세릴카프릴레이트, 망가니즈바이올렛, 트라이에톡시카프릴릴실레인, 알루미나, 실리카 [무드온] 탤크, 마이카, 펜타에리스리틸테트라에틸헥사노에이트, 나일론-12, 다이아이소스테아릴말레이트, 티타늄디옥사이드 (CI 77891), 황색산화철, 마그네슘스테아레이트, 흑색산화철, 적색산화철, 다이메티콘, 1,2-헥산다이올, 아미노프로필다이메티콘, 폴리메틸실세스퀴옥세인, 글리세릴카프릴레이트, 트라이에톡시카프릴릴실레인, 알루미나, 실리카 [재창조 #웜쉐딩] 에틸헥실팔미테이트, 사이클로펜타실록세인, 실리카, 합성왁스, 카프릴릭/카프릭트라이글리세라이드, 티타늄디옥사이드 (CI 77891), 다이메티콘, C13-15알케인, 트라이메틸실록시실리케이트, 비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머, 아이소도데케인, 세틸피이지/피피지-10/1다이메티콘, 폴리글리세릴-3폴리리시놀리에이트, 파라핀, 호호바에스터, 솔비탄아이소스테아레이트, 브이피/헥사데센코폴리머, 황색산화철, 다이메티콘/비닐다이메티콘크로스폴리머, 흑색산화철, 마이크로크리스탈린왁스, 다이스테아다이모늄헥토라이트, 적색산화철, 트라이에톡시카프릴릴실레인, 알루미늄하이드록사이드, 토코페롤, 펜타에리스리틸테트라-다이-T-부틸하이드록시하이드로신나메이트",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=61732
슈팅빔 하이라이터 3g,"11,200원",20%,4.9,3g,"마이카, 티타늄디옥사이드 (CI 77891), 다이아이소스테아릴말레이트, C9-12알케인, 하이드로제네이티드폴리아이소부텐, 트라이에틸헥사노인, 다이메티콘, 실리카, 징크스테아레이트, 옥틸도데칸올, 다이페닐다이메티콘, 다이메티콘/비닐다이메티콘크로스폴리머, 다이스테아다이모늄헥토라이트, 카프릴릴글라이콜, 에틸헥실글리세린, 적색산화철, 하이드로제네이티드식물성오일, 토코페롤, 펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트, 솔비탄트라이스테아레이트, 틴옥사이드",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=66916
순정 디렉터 톤업 수정 선크림 기획 세트 SPF50+/PA++++,"15,000원",40%,4.7,40ml+20ml,"[전성분] 정제수, 다이부틸아디페이트, C12-15알킬벤조에이트, 다이프로필렌글라이콜, 티타늄디옥사이드 (CI 77891), 코코-카프릴레이트/카프레이트, 아이소노닐아이소노나노에이트, 부틸렌글라이콜, 디에칠아미노하이드록시벤조일헥실벤조에이트, 나이아신아마이드, 펜틸렌글라이콜, 1,2-헥산다이올, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 에칠헥실트리아존, 글리세린, 폴리실리콘-15, 테레프탈릴리덴디캠퍼설포닉애씨드, 폴리하이드록시스테아릭애씨드, 폴리C10-30알킬아크릴레이트, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 폴리메틸실세스퀴옥세인, 포타슘세틸포스페이트, 트로메타민, 아이소도데케인, 옥틸도데칸올, 알루미늄하이드록사이드, 소듐폴리아크릴로일다이메틸타우레이트, 판테놀, 스테아릭애씨드, 폴리글리세릴-6스테아레이트, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 폴리글리세릴-4아이소스테아레이트, 폴리글리세릴-2다이폴리하이드록시스테아레이트, 아이소프로필티타늄트라이아이소스테아레이트, 하이드록시프로필메틸셀룰로오스스테아록시에터, 폴리아크릴레이트크로스폴리머-6, 에틸헥실글리세린, 아데노신, 트라이소듐에틸렌다이아민다이석시네이트, 폴리글리세릴-6베헤네이트, 토코페롤, 베헤닐알코올, 잔탄검, 황색산화철 (CI 77492), 적색산화철 (CI 77491) [전성분] 정제수, 소듐코코일이세티오네이트, 글리세린, 하이드록시프로필스타치포스페이트, 소듐메틸코코일타우레이트, 데실글루코사이드, 포타슘코코일글리시네이트, 세테아릴알코올, 글리세릴스테아레이트, 솔비탄올리베이트, 글라이콜다이스테아레이트, 포타슘코코에이트, 카프릴릴글라이콜, 시트릭애씨드, 폴리쿼터늄-67, 글리세릴카프릴레이트, 다이소듐이디티에이, 소듐아세테이트, 소듐클로라이드, 판테놀, 펜틸렌글라이콜, 마데카소사이드",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=61235
베어 엣지 슬림 브로우 0.1g,"7,200원",10%,0.1,0.1g,"마이카, 흑색산화철, 하이드로제네이티드코코-글리세라이즈, 하이드로제네이티드캐스터오일, 칸데릴라왁스, 하이드로제네이티드유채씨오일, 피마자씨오일, 하이드로제네이티드식물성오일, 적색산화철, 티타늄디옥사이드 (CI 77891), 황색산화철, 카나우바왁스, 징크스테아레이트, 폴리아이소부텐, 폴리하이드록시스테아릭애씨드, 에틸헥실팔미테이트, 레시틴, 아이소스테아릭애씨드, 아이소프로필미리스테이트, 폴리글리세릴-3폴리리시놀리에이트, 카프릴릴글라이콜, 글리세릴카프릴레이트",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=53246
플레이 101 스틱 컨투어 듀오,"10,400원",20%,4.7,2g+3.8g,"1. 하이라이터: 옥틸도데칸올, 티타늄디옥사이드, 세틸에칠헥사노에이트, C12-15알킬벤조에이트, 합성플루오르플로고파이트, 실리카, 메칠메타크릴레이트크로스폴리머, 카프릴릭/카프릭트리글리세라이드, 폴리에칠렌, 오조케라이트, 펜타에리스리틸테트라이소스테아레이트, 소르비탄세스퀴올리에이트, 폴리글리세릴-6폴리리시놀리에이트, 황색산화철, 적색산화철, 토코페릴아세테이트, 데하이드로아세틱애씨드, 디스테아릴디모늄클로라이드, 레시틴, 틴옥사이드, 폴리하이드록시스테아릭애씨드, 에칠헥실팔미테이트, 이소스테아릭애씨드, 이소프로필미리스테이트, 폴리글리세릴-3폴리리시놀리에이트 2. 쉐이딩: 실리카, 옥틸도데칸올, 세틸에칠헥사노에이트, C12-15알킬벤조에이트, 페닐트리메치콘, 폴리에칠렌, 이소노닐이소노나노에이트, 오조케라이트, 황색산화철, 티타늄디옥사이드, 마이크로크리스탈린왁스, 소르비탄세스퀴올리에이트, 폴리글리세릴-6폴리리시놀리에이트, 스테아랄코늄헥토라이트, 합성플루오르플로고파이트, 흑색산화철, 적색산화철, 카프릴릭/카프릭트리글리세라이드, 카나우바왁스, 토코페릴아세테이트, 레시틴, 폴리하이드록시스테아릭애씨드, 데하이드로아세틱애씨드, 에칠헥실팔미테이트, 폴리글리세릴-3폴리리시놀리에이트, 이소스테아릭애씨드, 이소프로필미리스테이트, 디스테아릴디모늄클로라이드",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=54849
컬픽스 마스카라 올인원 3종 세트 (뷰러증정),"25,200원",28%,4.7,"8g(컬픽스), 4g(미니), 120ml(립앤아이리무버)","[컬픽스 마스카라(블랙)] 아이소도데케인, 트라이메틸실록시실리케이트, 세레신, 덱스트린팔미테이트/에틸헥사노에이트, 탤크, 부틸아크릴레이트/하이드록시프로필다이메티콘아크릴레이트코폴리머, 마이크로크리스탈린왁스, 흑색산화철, 다이스테아다이모늄헥토라이트, 폴리프로필실세스퀴옥세인, 프로필렌카보네이트, 하이드로제네이티드폴리아이소부텐, 트라이에톡시카프릴릴실레인, 비에이치티 [뽀오얀 립앤아이리무버] 정제수, 세틸에틸헥사노에이트, C9-12알케인, C18-21알케인, 글리세린, 아이소도데케인, 헥실렌글라이콜, 소듐클로라이드, 코코-카프릴레이트/카프레이트, 카프릴릴/카프릴글루코사이드, 라우릴메틸글루세스-10하이드록시프로필다이모늄클로라이드, 1,2-헥산다이올, 다이포타슘포스페이트, 소듐메타포스페이트, 에틸헥실글리세린, 부틸렌글라이콜, 포타슘포스페이트, 효모/보리씨발효여과물, 프로판다이올, 쌀겨오일, 모나스커스/쌀발효물, 돌콩지질, 토코페롤, 다이소듐이디티에이",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=65465
"6,400원","6,400원",20%,4.6,5g,"정제수, 흑색산화철, 아크릴레이트코폴리머, 부틸렌글라이콜, 에탄올, 펜틸렌글라이콜, 1,2-헥산다이올, 폴리솔베이트20, 벤토나이트, 리튬마그네슘소듐실리케이트, 잔탄검, 카프릴릴글라이콜, 소듐데하이드로아세테이트, 소듐메타포스페이트",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=66100
플레이 컬러 아이즈 #더스티 캣 0.8g X 9,"15,000원",40%,0.8,0.8g X 9,"[핑크 젤리 냠냠] 탤크, 마이카, 폴리프로필렌, 티타늄디옥사이드 (CI 77891), 트라이에틸헥사노인, 알루미늄전분옥테닐석시네이트, 펜타에리스리틸테트라에틸헥사노에이트, 다이메티콘, 흑색산화철, 피씨에이다이메티콘, 에틸헥실글리세린, 정제수, 트라이에톡시카프릴릴실레인, 카프릴릴글라이콜, 황색산화철, 적색산화철, 알루미늄하이드록사이드, 적색226호, 메티콘 / [큐티가 배로] 탤크, 마이카, 칼슘티타늄보로실리케이트, 다이아이소스테아릴말레이트, 티타늄디옥사이드 (CI 77891), 칼슘알루미늄보로실리케이트, 칼슘소듐보로실리케이트, 다이메티콘, 알루미늄전분옥테닐석시네이트, 보론나이트라이드, 징크스테아레이트, 적색산화철, 옥틸도데실스테아로일스테아레이트, 실버, 아이소스테아릭애씨드, 정제수, 라우로일라이신, 에틸헥실글리세린, 실리카, 카프릴릴글라이콜, 트라이에톡시카프릴릴실레인, 틴옥사이드, 적색226호 / [조심해! 냥냥펀치] 탤크, 마이카, 티타늄디옥사이드 (CI 77891), 나일론-12, 옥틸도데실스테아로일스테아레이트, 다이페닐실록시페닐트라이메티콘, 마그네슘미리스테이트, 실리카, 보론나이트라이드, 울트라마린, 적색산화철, 황색산화철, 흑색산화철, 카프릴릭/카프릭트라이글리세라이드, 적색226호, 다이메티콘, 에틸헥실글리세린, 메티콘, 카프릴릴글라이콜, 트라이에톡시카프릴릴실레인, 라우로일라이신, 알루미늄하이드록사이드, 징크스테아레이트 / [턱선에 베이지] 탤크, 마이카, 폴리프로필렌, 티타늄디옥사이드 (CI 77891), 트라이에틸헥사노인, 알루미늄전분옥테닐석시네이트, 흑색산화철, 펜타에리스리틸테트라에틸헥사노에이트, 다이메티콘, 황색산화철, 적색산화철, 울트라마린, 피씨에이다이메티콘, 에틸헥실글리세린, 정제수, 트라이에톡시카프릴릴실레인, 카프릴릴글라이콜, 적색226호, 알루미늄하이드록사이드, 메티콘 / [더스티 캣] 탤크, 마이카, 보론나이트라이드, 티타늄디옥사이드 (CI 77891), 옥틸도데실스테아로일스테아레이트, 다이페닐실록시페닐트라이메티콘, 마그네슘미리스테이트, 실리카, 울트라마린, 망가니즈바이올렛, 황색산화철, 흑색산화철, 적색산화철, 카프릴릭/카프릭트라이글리세라이드, 다이메티콘, 트라이에톡시카프릴릴실레인, 적색226호, 에틸헥실글리세린, 메티콘, 카프릴릴글라이콜, 알루미늄하이드록사이드, 징크스테아레이트 / [냥이의 속마음] 칼슘알루미늄보로실리케이트, 마이카, 칼슘티타늄보로실리케이트, 탤크, 실리카, 티타늄디옥사이드 (CI 77891), 다이메티콘, 다이아이소스테아릴말레이트, 다이페닐실록시페닐트라이메티콘, 프로필렌글라이콜다이벤조에이트, 펜타에리스리틸테트라아이소스테아레이트, 마그네슘미리스테이트, 트라이옥틸도데실시트레이트, 징크스테아레이트, 다이메티콘/비닐다이메티콘크로스폴리머, 하이드로제네이티드스타이렌/메틸스타이렌/인덴코폴리머, 적색산화철, 틴옥사이드, 트라이에톡시카프릴릴실레인, 에틸헥실글리세린, 카프릴릴글라이콜, 카민, 펜타에리스리틸테트라-다이-T-부틸하이드록시하이드로신나메이트 / [쿨럭 쿨럭] 탤크, 마이카, 폴리프로필렌, 티타늄디옥사이드 (CI 77891), 흑색산화철, 트라이에틸헥사노인, 적색산화철, 망가니즈바이올렛, 알루미늄전분옥테닐석시네이트, 울트라마린, 펜타에리스리틸테트라에틸헥사노에이트, 다이메티콘, 황색산화철, 적색226호, 피씨에이다이메티콘, 에틸헥실글리세린, 정제수, 트라이에톡시카프릴릴실레인, 카프릴릴글라이콜, 알루미늄하이드록사이드, 메티콘 / [갓 캔 감자] 탤크, 마이카, 적색산화철, 흑색산화철, 티타늄디옥사이드 (CI 77891), 알루미늄전분옥테닐석시네이트, 네오펜틸글라이콜다이에틸헥사노에이트, 보론나이트라이드, 헥실라우레이트, 옥틸도데실스테아로일스테아레이트, 세틸에틸헥사노에이트, 아이소스테아릭애씨드, 나일론-12, 다이아이소스테아릴말레이트, 정제수, 라우로일라이신, 트라이에톡시카프릴릴실레인, 에틸헥실글리세린, 카프릴릴글라이콜, 카민 / [쿨쿨~ 굿 나잇] 탤크, 마이카, 흑색산화철, 폴리프로필렌, 적색산화철, 트라이에틸헥사노인, 망가니즈바이올렛, 황색산화철, 다이페닐실록시페닐트라이메티콘, 알루미늄전분옥테닐석시네이트, 펜타에리스리틸테트라에틸헥사노에이트, 다이메티콘, 피씨에이다이메티콘, 에틸헥실글리세린, 정제수, 트라이에톡시카프릴릴실레인, 카프릴릴글라이콜, 적색226호",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=55930
아이돌 리얼 래쉬 픽서 8ml,"8,000원",,4.8,8ml,"아이소도데케인, 합성왁스, 부틸아크릴레이트/하이드록시프로필다이메티콘아크릴레이트코폴리머, 마이크로크리스탈린왁스, 하이드로제네이티드폴리아이소부텐, 브이피/에이코신코폴리머, 다이스테아다이모늄헥토라이트, 실리카, 에틸렌/프로필렌코폴리머, 프로필렌카보네이트, 흑색산화철, 트라이에톡시카프릴릴실레인, 비에이치티",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=55144
베이킹 파우더 모공 클렌징 폼 듀오세트 (대용량 300g*2ea),"12,000원",,4.9,300g*2,"글리세린, 정제수, 스테아릭애씨드, 미리스틱애씨드, 피이지-32, 포타슘하이드록사이드, 팔미틱애씨드, 마이크로크리스탈린셀룰로오스, 라우릭애씨드, 코카미도프로필베타인, 글리세릴스테아레이트, 피이지-100스테아레이트, 향료, 실리카, 피이지-7글리세릴코코에이트, 폴리쿼터늄-7, 소듐클로라이드, 소듐바이카보네이트, 다이소듐이디티에이, 소듐벤조에이트, 락틱애씨드",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=59995
포근 픽싱틴트 4g,"12,800원",20%,4.6,4g,"다이메티콘, 다이메티콘/비닐다이메티콘크로스폴리머, 페닐트라이메티콘, 폴리글리세릴-2트라이아이소스테아레이트, 다이메티콘크로스폴리머, 하이드로제네이티드폴리아이소부텐, 티타늄디옥사이드 (CI 77891), 트라이메틸실록시실리케이트, 1,2-헥산다이올, 실리카실릴레이트, 세틸피이지/피피지-10/1다이메티콘, 아이소도데케인, 실리카, 탤크, 황색산화철, 토코페릴아세테이트, 적색202호, 적색산화철, 향료, 흑색산화철, 펜타에리스리틸테트라-다이-T-부틸하이드록시하이드로신나메이트, 적색104호의(1), 황색4호, 황색5호, 청색1호",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=66096
순정 약산성 클렌징 밀크 200ml,"16,150원",15%,4.6,200ml,"정제수, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 세틸에틸헥사노에이트, 해바라기씨오일, 부틸렌글라이콜, 1,2-헥산다이올, 세테아릴알코올, 아라키딜알코올, 판테놀, 베헤닐알코올, 아라키딜글루코사이드, 잔탄검, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 소듐스테아로일글루타메이트, 에틸헥실글리세린, 시트릭애씨드, 마데카소사이드, 은행나무잎추출물, 토코페롤",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=64512
마이 베스트 톤 아이 팔레트,"24,000원",20%,4.6,7.4g,"[아이 컨택] 마이카, 탤크, 마그네슘/포타슘/실리콘/플루오라이드/하이드록사이드/옥사이드, 티타늄디옥사이드 (CI 77891), 실리카, 하이드로제네이티드폴리(C6-14올레핀), 마그네슘미리스테이트, 메틸메타크릴레이트크로스폴리머, 하이드록시아파타이트, 라우로일라이신, 페닐트라이메티콘, 다이아이소스테아릴말레이트, 옥틸도데실스테아로일스테아레이트, 비스-베헤닐/아이소스테아릴/피토스테릴다이머다이리놀레일다이머다이리놀리에이트, 다이메티콘, 황색4호, 글리세릴카프릴레이트, 알루미늄하이드록사이드, 아이소프로필티타늄트라이아이소스테아레이트, 트라이에톡시카프릴릴실레인, 하이드로젠다이메티콘, 황색산화철, 미리스틱애씨드, 적색산화철, 적색226호, 토코페롤 / [첫사랑 코랄] 마그네슘/포타슘/실리콘/플루오라이드/하이드록사이드/옥사이드, 마이카, 탤크, 알루미늄전분옥테닐석시네이트, 티타늄디옥사이드 (CI 77891), 실리카, 징크스테아레이트, 마그네슘미리스테이트, 아이소아밀라우레이트, 스테아릴다이메티콘, 페닐트라이메티콘, 황색4호, 황색산화철, 다이메티콘, 하이드로젠다이메티콘, 글리세릴카프릴레이트, 다이아이소스테아릴말레이트, 적색226호, 트라이에톡시카프릴릴실레인, 알루미늄하이드록사이드, 적색산화철, 울트라마린, 하이드로제네이티드폴리데센, 흑색산화철 / [현실주의] 칼슘티타늄보로실리케이트, 헥실라우레이트, 티타늄디옥사이드 (CI 77891), 다이메티콘, 페닐트라이메티콘, 마이카, 폴리에틸렌, 합성플루오르플로고파이트, 다이아이소스테아릴말레이트, 실리카, 폴리프로필렌, 다이메티콘크로스폴리머, 카프릴릴글라이콜, 글리세릴카프릴레이트, 적색산화철, 틴옥사이드, 카민, 황색5호 / [내 말이 맞지?] 칼슘알루미늄보로실리케이트, 다이페닐실록시페닐트라이메티콘, 칼슘티타늄보로실리케이트, 폴리프로필렌, 다이아이소스테아릴말레이트, 비스-다이글리세릴폴리아실아디페이트-2, 비스-베헤닐/아이소스테아릴/피토스테릴다이머다이리놀레일다이머다이리놀리에이트, 티타늄디옥사이드 (CI 77891), 카프릴릭/카프릭트라이글리세라이드, 마이카, 하이드로제네이티드유채씨오일, 적색산화철, 합성플루오르플로고파이트, 글리세릴카프릴레이트, 틴옥사이드 / [발랄코랄] 마그네슘/포타슘/실리콘/플루오라이드/하이드록사이드/옥사이드, 마이카, 탤크, 알루미늄전분옥테닐석시네이트, 티타늄디옥사이드 (CI 77891), 실리카, 징크스테아레이트, 마그네슘미리스테이트, 라우로일라이신, 아이소아밀라우레이트, 페닐트라이메티콘, 스테아릴다이메티콘, 황색4호, 하이드로젠다이메티콘, 다이메티콘, 글리세릴카프릴레이트, 황색산화철, 적색산화철, 알루미늄하이드록사이드, 다이아이소스테아릴말레이트, 트라이에톡시카프릴릴실레인, 흑색산화철, 적색226호, 하이드로제네이티드폴리데센 / [요즘 인싸] 마그네슘/포타슘/실리콘/플루오라이드/하이드록사이드/옥사이드, 티타늄디옥사이드 (CI 77891), 마이카, 칼슘티타늄보로실리케이트, 탤크, 알루미늄전분옥테닐석시네이트, 실리카, 마그네슘미리스테이트, 징크스테아레이트, 아이소아밀라우레이트, 스테아릴다이메티콘, 페닐트라이메티콘, 적색산화철, 알루미늄하이드록사이드, 하이드로젠다이메티콘, 황색4호, 황색산화철, 글리세릴카프릴레이트, 다이메티콘, 울트라마린, 적색226호, 다이아이소스테아릴말레이트, 트라이에톡시카프릴릴실레인, 흑색산화철, 틴옥사이드, 하이드로제네이티드폴리데센 / [꽤 주관적] 마그네슘/포타슘/실리콘/플루오라이드/하이드록사이드/옥사이드, 마이카, 알루미늄전분옥테닐석시네이트, 탤크, 실리카, 티타늄디옥사이드 (CI 77891), 징크스테아레이트, 마그네슘미리스테이트, 라우로일라이신, 아이소아밀라우레이트, 황색산화철, 페닐트라이메티콘, 스테아릴다이메티콘, 흑색산화철, 황색4호, 적색산화철, 하이드로젠다이메티콘, 다이메티콘, 울트라마린, 글리세릴카프릴레이트, 적색226호, 다이아이소스테아릴말레이트, 트라이에톡시카프릴릴실레인, 알루미늄하이드록사이드, 하이드로제네이티드폴리데센 / [분위기 메이커] 마이카, 마그네슘/포타슘/실리콘/플루오라이드/하이드록사이드/옥사이드, 탤크, 실리카, 티타늄디옥사이드 (CI 77891), 하이드록시아파타이트, 황색4호, 메틸메타크릴레이트크로스폴리머, 라우로일라이신, 하이드로제네이티드폴리(C6-14올레핀), 마그네슘미리스테이트, 페닐트라이메티콘, 다이아이소스테아릴말레이트, 다이메티콘, 황색산화철, 옥틸도데실스테아로일스테아레이트, 비스-베헤닐/아이소스테아릴/피토스테릴다이머다이리놀레일다이머다이리놀리에이트, 적색산화철, 알루미늄하이드록사이드, 흑색산화철, 글리세릴카프릴레이트, 아이소프로필티타늄트라이아이소스테아레이트, 적색226호, 하이드로젠다이메티콘, 미리스틱애씨드, 트라이에톡시카프릴릴실레인, 토코페롤 / [고백장인] 마이카, 마그네슘/포타슘/실리콘/플루오라이드/하이드록사이드/옥사이드, 탤크, 실리카, 티타늄디옥사이드 (CI 77891), 마그네슘미리스테이트, 메틸메타크릴레이트크로스폴리머, 하이드록시아파타이트, 하이드로제네이티드폴리(C6-14올레핀), 라우로일라이신, 페닐트라이메티콘, 다이아이소스테아릴말레이트, 황색5호, 다이메티콘, 옥틸도데실스테아로일스테아레이트, 비스-베헤닐/아이소스테아릴/피토스테릴다이머다이리놀레일다이머다이리놀리에이트, 황색4호, 황색산화철, 글리세릴카프릴레이트, 알루미늄하이드록사이드, 적색산화철, 아이소프로필티타늄트라이아이소스테아레이트, 하이드로젠다이메티콘, 적색226호, 미리스틱애씨드, 흑색산화철, 트라이에톡시카프릴릴실레인, 토코페롤 / [자유로운 영혼] 마이카, 칼슘티타늄보로실리케이트, 티타늄디옥사이드 (CI 77891), 탤크, 페닐트라이메티콘, 폴리에틸렌, 징크스테아레이트, 하이드로제네이티드폴리(C6-14올레핀), 합성플루오르플로고파이트, 다이아이소스테아릴말레이트, 다이펜타에리스리틸헥사하이드록시스테아레이트/헥사스테아레이트/헥사로지네이트, 아이소스테아릴네오펜타노에이트, 메틸메타크릴레이트크로스폴리머, 나일론-12, 적색산화철, 하이드로제네이티드폴리아이소부텐, 옥틸도데실스테아로일스테아레이트, 글리세릴카프릴레이트, 카민, 틴옥사이드, 황색5호, 다이메티콘, 트라이에톡시카프릴릴실레인, 알루미늄하이드록사이드, 토코페롤 / [사회생활 만렙] 마그네슘/포타슘/실리콘/플루오라이드/하이드록사이드/옥사이드, 마이카, 탤크, 알루미늄전분옥테닐석시네이트, 실리카, 징크스테아레이트, 마그네슘미리스테이트, 라우로일라이신, 티타늄디옥사이드 (CI 77891), 황색산화철, 적색산화철, 아이소아밀라우레이트, 흑색산화철, 페닐트라이메티콘, 스테아릴다이메티콘, 울트라마린, 하이드로젠다이메티콘, 다이메티콘, 카민, 글리세릴카프릴레이트, 다이아이소스테아릴말레이트, 트라이에톡시카프릴릴실레인, 알루미늄하이드록사이드, 하이드로제네이티드폴리데센",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=60602
리얼아트 클렌징 오일 모이스처 2종 세트 (본품 185ml + 리필 185ml),"18,900원",30%,4.8,본품 185ml + 리필 185ml,"세틸에틸헥사노에이트, 카프릴릭/카프릭트라이글리세라이드, 솔베스-30테트라올리에이트, 에틸헥실스테아레이트, 해바라기씨오일, 하이드로제네이티드폴리(C6-14올레핀), 프로필렌글라이콜다이카프릴레이트/다이카프레이트, 향료, 카프릴릴글라이콜, 정제수, 메도우폼씨오일, 토코페롤, 소듐피씨에이",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=67125
디어달링 마커틴트,"8,800원",20%,4.5,3.5g,"정제수, 부틸렌글라이콜, 프로필렌글라이콜, 글리세릴글루코사이드, 글리세린, 폴리솔베이트60, 향료, 카프릴릴글라이콜, 1,2-헥산다이올, 적색227호, 적색104호의(1), 황색4호, 황색5호, 소듐파이테이트, 다이프로필렌글라이콜",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=61743
님프 듀이 베이스프렙 30ml,"15,000원",25%,4.7,30ml,"정제수, 다이프로필렌글라이콜, 글리세린, 변성알코올, 1,2-헥산다이올, 나이아신아마이드, 글리세레스-26, 알지닌, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 카보머, 카프릴릴글라이콜, 에틸헥실글리세린, 폴리우레탄-15, 하이드록시에틸셀룰로오스, 트라이소듐에틸렌다이아민다이석시네이트, 글리세릴글루코사이드, 세테아릴알코올, 하이드로제네이티드폴리데센, 트라이에틸헥사노인, 아데노신, 하이드로제네이티드쌀겨오일, 옥틸도데칸올, 합성플루오르플로고파이트, 폴리글리세릴-10스테아레이트, 티타늄디옥사이드 (CI 77891), 카카오씨추출물, 하이드로제네이티드레시틴, 덱스트린, 적색산화철, 폴리솔베이트60, 다이소듐포스페이트, 소듐포스페이트",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=66610
