상품명,가격,할인율,평점,용량,전성분,URL
NEW 리플렉션 스킨 글로우 쿠션 파운데이션 SPF40/PA++ 15g,"54,000원",10%,4.8,15g,"정제수, 페닐트라이메티콘, 다이페닐실록시페닐트라이메티콘, 마이카, 부틸렌글라이콜, 티타늄디옥사이드 (CI 77891), 다이아이소스테아릴말레이트, 펜타에리스리틸테트라아이소스테아레이트, 글리세린, 비스-다이글리세릴폴리아실아디페이트-2, 메틸트라이메티콘, 변성알코올, 라우릴피이지-10트리스(트라이메틸실록시)실릴에틸다이메티콘, 다이스테아다이모늄헥토라이트, 피이지-10다이메티콘, 트라이메틸실록시실리케이트, 폴리하이드록시스테아릭애씨드, 합성왁스, 다이메티콘, 1,2-헥산다이올, 실리카, 소듐클로라이드, 비스-베헤닐/아이소스테아릴/피토스테릴다이머다이리놀레일다이머다이리놀리에이트, 다이메티콘/폴리글리세린-3크로스폴리머, 카프릴릴글라이콜, 글리세릴카프릴레이트, 소듐메타포스페이트, 에틸헥실글리세린, 틴옥사이드, 프로판다이올, 아스코빅애씨드, 동백나무씨오일, 동백나무씨추출물, 적색산화철, 다이프로필렌글라이콜, 동백나무꽃추출물, 소듐시트레이트, 토코페롤, 트라이에톡시카프릴릴실레인, 소듐벤조에이트, 락틱애씨드, 포타슘솔베이트, 다이아몬드가루, 잔탄검",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=54992
NEW 리플렉션 스킨 글로우 쿠션 파운데이션 SPF40/PA++ 15g,"39,600원",10%,4.7,15g,"정제수, 페닐트라이메티콘, 다이페닐실록시페닐트라이메티콘, 마이카, 부틸렌글라이콜, 티타늄디옥사이드 (CI 77891), 다이아이소스테아릴말레이트, 펜타에리스리틸테트라아이소스테아레이트, 글리세린, 비스-다이글리세릴폴리아실아디페이트-2, 메틸트라이메티콘, 변성알코올, 라우릴피이지-10트리스(트라이메틸실록시)실릴에틸다이메티콘, 다이스테아다이모늄헥토라이트, 피이지-10다이메티콘, 트라이메틸실록시실리케이트, 폴리하이드록시스테아릭애씨드, 합성왁스, 다이메티콘, 1,2-헥산다이올, 실리카, 소듐클로라이드, 비스-베헤닐/아이소스테아릴/피토스테릴다이머다이리놀레일다이머다이리놀리에이트, 다이메티콘/폴리글리세린-3크로스폴리머, 카프릴릴글라이콜, 글리세릴카프릴레이트, 소듐메타포스페이트, 에틸헥실글리세린, 틴옥사이드, 프로판다이올, 아스코빅애씨드, 동백나무씨오일, 동백나무씨추출물, 적색산화철, 다이프로필렌글라이콜, 동백나무꽃추출물, 소듐시트레이트, 토코페롤, 트라이에톡시카프릴릴실레인, 소듐벤조에이트, 락틱애씨드, 포타슘솔베이트, 다이아몬드가루, 잔탄검",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=54993
UV프로텍터 멀티디펜스 SPF50+/PA++++ 50ml,"40,500원",10%,4.8,50ml,"정제수, C12-15알킬벤조에이트, 에칠헥실메톡시신나메이트, 프로판다이올, 부틸렌글라이콜, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 디에칠아미노하이드록시벤조일헥실벤조에이트, 티타늄디옥사이드, 다이메티콘, 나이아신아마이드, 다이페닐실록시페닐트라이메티콘, 피이지-100스테아레이트, 트라이실록세인, 1,2-헥산다이올, 실리카, 세테아릴알코올, C14-22알코올, 글리세릴스테아레이트, 폴리아크릴레이트-13, 알루미늄스테아레이트, 알루미나, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 폴리하이드록시스테아릭애씨드, 다이메티콘/비닐다이메티콘크로스폴리머, 메톡시피이지-114/폴리엡실론카프로락톤, 스테아릭애씨드, C12-20알킬글루코사이드, 폴리아이소부텐, C12-15알코올, 향료, 글리세릴카프릴레이트, 다이소듐이디티에이, 에틸헥실글리세린, 아데노신, 폴리솔베이트20, 솔비탄아이소스테아레이트, 글리세린, 토코페릴아세테이트, 3-O-에틸아스코빅애씨드, 락토바실러스/부레옥잠발효물, 만니톨, 에틸헥실팔미테이트, 비에이치티, 리모넨, 리날룰, 펜틸렌글라이콜, 글루코오스, 모란추출물, 페녹시에탄올, 작약뿌리추출물, 소듐데하이드로아세테이트, 카보머, 소듐시트레이트, 포타슘솔베이트, 토코페롤, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 카프릴릴글라이콜, 복사나무잎추출물, 해바라기씨오일, 라이신, 알지닌, 히스티딘, 시트릭애씨드, 작약꽃추출물, 베타-카로틴, 자일로오스, 디엔에이, 바이오틴, 만노오스, 소듐클로라이드, 레시틴, 하이드로제네이티드포스파티딜콜린, 카퍼트라이펩타이드-1, 소듐포스페이트, 덱스트린, 하이드롤라이즈드오크라추출물, 콜레스테롤, 푸코오스, 다이팔미토일하이드록시프롤린, 아크릴레이트/스테아릴메타크릴레이트코폴리머, 포타슘클로라이드, 포타슘포스페이트, 마그네슘클로라이드, 하이드롤라이즈드기장, 칼슘클로라이드",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=18312
옴므 베이직 스페셜 기획세트 2종 (125ml+110ml),"70,400원",20%,4.8,헤라 옴므에센스인에멀젼 110ml /헤라 옴므에센스인스킨 125ml /헤라 옴므에센스인에멀젼 75ml /헤라 UV프로텍터 익스트림포스 레포츠 SPF50 15ml,"[스킨] 정제수, 변성알코올, 프로판다이올, 글리세레스-26, 글리세린, 나이아신아마이드, 1,2-헥산다이올, 베타인, 카페인, 피피지-13-데실테트라데세스-24, 부틸렌글라이콜, 옥틸도데세스-16, 비스-피이지-18메틸에터다이메틸실레인, 카보머, 잔탄검, 판테놀, 향료, 트로메타민, 펜틸렌글라이콜, 에틸헥실글리세린, 다이소듐이디티에이, 아데노신, 라이신, 알지닌, 히스티딘, 글루코오스, 자일로오스, 리날룰, 헥실신남알, 복사나무잎추출물, 알파-아이소메틸아이오논, 서양톱풀추출물, 리모넨, 벤질살리실레이트, 만노오스, 소듐클로라이드, 레시틴, 토코페롤, 소듐포스페이트, 카퍼트라이펩타이드-1, 푸코오스, 포타슘클로라이드, 포타슘포스페이트, 마그네슘클로라이드, 칼슘클로라이드, 하이드롤라이즈드기장 / [에멀젼] 정제수, 프로판다이올, 변성알코올, 하이드로제네이티드폴리(C6-14올레핀), 사이클로펜타실록세인, 스쿠알란, 부틸렌글라이콜, 사이클로헥사실록세인, 나이아신아마이드, 1,2-헥산다이올, 카페인, 스타이렌/아크릴레이트코폴리머, 다이메티콘, 폴리아크릴레이트-13, 세테아릴알코올, 폴리아이소부텐, 폴리실리콘-11, 글리세릴카프릴레이트, 향료, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 에틸헥실글리세린, 판테놀, 트로메타민, 잔탄검, 폴리솔베이트20, 솔비탄아이소스테아레이트, 다이소듐이디티에이, 리날룰, 라이신, 알지닌, 히스티딘, 헥실신남알, 알파-아이소메틸아이오논, 리모넨, 벤질살리실레이트, 글루코오스, 자일로오스, 토코페롤, 복사나무잎추출물, 만노오스, 소듐클로라이드, 레시틴, 소듐포스페이트, 카퍼트라이펩타이드-1, 푸코오스, 포타슘클로라이드, 포타슘포스페이트, 마그네슘클로라이드, 칼슘클로라이드, 하이드롤라이즈드기장 / [UV프로텍터 익스트림포스 레포츠]정제수, C12-15알킬벤조에이트, 에칠헥실메톡시신나메이트, 부틸렌글라이콜, 프로판다이올, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 디에칠아미노하이드록시벤조일헥실벤조에이트, 티타늄디옥사이드, 다이메티콘, 트라이실록세인, 사이클로펜타실록세인, 실리카, 사이클로헥사실록세인, 폴리아크릴레이트-13, 알루미늄스테아레이트, 폴리아이소부텐, 폴리하이드록시스테아릭애씨드, 다이메티콘/비닐다이메티콘크로스폴리머, 알루미나, 스테아릭애씨드, 페녹시에탄올, C12-15알코올, 향료, 폴리아크릴릭애씨드, 다이소듐이디티에이, 에틸헥실글리세린, 폴리솔베이트20, 솔비탄아이소스테아레이트, 버지니아풍년화잎수, 칼슘판테테인설포네이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 비에이치티, 리모넨, 리날룰, 토코페롤, 피이지-60하이드로제네이티드캐스터오일, 잔탄검, 글리세린, 락토바실러스/부레옥잠발효물, 에틸헥실팔미테이트, 메톡시피이지-114/폴리엡실론카프로락톤, 쇠비름추출물, 만니톨, 펜틸렌글라이콜, 아스코빅애씨드, 카페익애씨드, 유비퀴논, 아크릴레이트/암모늄메타크릴레이트코폴리머, 카프릴릴글라이콜, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 카카오추출물, 1,2-헥산다이올, 토코페릴아세테이트, 카보머, 복사나무잎추출물, 시트릭애씨드, 소듐데하이드로아세테이트, 레시틴, 에탄올, 포타슘솔베이트, 소듐시트레이트, 소듐벤조에이트, 티타늄디옥사이드 (CI 77891), 해바라기씨오일, 베타-카로틴, 하이드롤라이즈드기장, 징크디엔에이, 디엔에이, 하이드로제네이티드포스파티딜콜린, 바이오틴, 덱스트린, 하이드롤라이즈드오크라추출물, 콜레스테롤, 다이팔미토일하이드록시프롤린, 아크릴레이트/스테아릴메타크릴레이트코폴리머, 카퍼트라이펩타이드-1, 콜레스테릴헥실다이카바메이트풀루란",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=19625
에이지 어웨이 에스테틱 2종 세트,"100,000원",20%,4.8,에이지어웨이 에스테틱 비엑스 워터 150ml 에이지어웨이 에스테틱 비엑스 에멀젼 120ml,"[워터] 정제수, 글리세린, 피이지/피피지-17/6코폴리머, 프로판다이올, 변성알코올, 1,2-헥산다이올, 나이아신아마이드, 베타인, 피피지-13-데실테트라데세스-24, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 잔탄검, 비스-피이지-18메틸에터다이메틸실레인, 에탄올, 다이메티콘, 옥틸도데세스-16, 부틸렌글라이콜, 에틸헥실글리세린, 아데노신, 향료, 산수유열매추출물, 다이소듐이디티에이, 셀룰로오스검, 하이드로제네이티드레시틴, 만니톨, 트레할로오스, 빌베리열매추출물, 사탕수수추출물, 소듐메틸스테아로일타우레이트, 오렌지추출물, 레몬추출물, 에스에이치-폴리펩타이드-121, 토코페롤, 설탕단풍추출물, 카프릴릴글라이콜, 메톡시피이지-114/폴리엡실론카프로락톤, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 아세틸헵타펩타이드-4, 복사나무잎추출물, 라이신, 알지닌, 히스티딘, 글루코오스, 자일로오스, 페녹시에탄올, 아세틸헥사펩타이드-8, 소듐하이드록사이드, 만노오스, 소듐클로라이드, 벼에스에이치-올리고펩타이드-1, 레시틴, 펜틸렌글라이콜, 아세틸옥타펩타이드-3, 하이드로제네이티드포스파티딜콜린, 카퍼트라이펩타이드-1, 소듐포스페이트, 덱스트린, 하이드롤라이즈드오크라추출물, 콜레스테롤, 푸코오스, 다이팔미토일하이드록시프롤린, 아크릴레이트/스테아릴메타크릴레이트코폴리머, 칼슘클로라이드, 포타슘클로라이드, 포타슘포스페이트, 마그네슘클로라이드, 하이드롤라이즈드기장 [에멀젼] 정제수, 프로판다이올, 글리세린, 하이드로제네이티드폴리(C6-14올레핀), 하이드로제네이티드폴리아이소부텐, 다이아이소스테아릴말레이트, 나이아신아마이드, 비스-하이드록시에톡시프로필다이메티콘, C14-22알코올, 1,2-헥산다이올, 시어버터, 피씨에이다이메티콘, 글리세릴스테아레이트시트레이트, 글리세릴폴리메타크릴레이트, C12-20알킬글루코사이드, 글리세릴스테아레이트, 세테아릴알코올, 하이드로제네이티드식물성오일, 스테아릭애씨드, 카보머, 에탄올, 트로메타민, 향료, 잔탄검, 글리세릴카프릴레이트, 팔미틱애씨드, 다이소듐이디티에이, 에틸헥실글리세린, 아데노신, 산수유열매추출물, 덱스트린, 카카오추출물, 만니톨, 트레할로오스, 글루코오스, 부틸렌글라이콜, 토코페롤, 에스에이치-폴리펩타이드-121, 카프릴릴글라이콜, 메톡시피이지-114/폴리엡실론카프로락톤, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 아세틸헵타펩타이드-4, 복사나무잎추출물, 라이신, 알지닌, 히스티딘, 자일로오스, 페녹시에탄올, 아세틸헥사펩타이드-8, 소듐하이드록사이드, 만노오스, 소듐클로라이드, 벼에스에이치-올리고펩타이드-1, 레시틴, 펜틸렌글라이콜, 아세틸옥타펩타이드-3, 하이드로제네이티드포스파티딜콜린, 카퍼트라이펩타이드-1, 소듐포스페이트, 하이드롤라이즈드오크라추출물, 콜레스테롤, 푸코오스, 다이팔미토일하이드록시프롤린, 아크릴레이트/스테아릴메타크릴레이트코폴리머, 칼슘클로라이드, 포타슘클로라이드, 포타슘포스페이트, 마그네슘클로라이드, 하이드롤라이즈드기장",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=60407
에이지 어웨이 에스테틱 3종 세트,"120,000원",20%,4.9,[에이지어웨이 에스테틱 비엑스 워터] 150ml [에이지어웨이 에스테틱 비엑스 에멀젼] 120ml [에이지어웨이 에스테틱 비엑스 크림] 25ml,"[워터] 정제수, 글리세린, 피이지/피피지-17/6코폴리머, 프로판다이올, 변성알코올, 1,2-헥산다이올, 나이아신아마이드, 베타인, 피피지-13-데실테트라데세스-24, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 잔탄검, 비스-피이지-18메틸에터다이메틸실레인, 에탄올, 다이메티콘, 옥틸도데세스-16, 부틸렌글라이콜, 에틸헥실글리세린, 아데노신, 향료, 산수유열매추출물, 다이소듐이디티에이, 셀룰로오스검, 하이드로제네이티드레시틴, 만니톨, 트레할로오스, 빌베리열매추출물, 사탕수수추출물, 소듐메틸스테아로일타우레이트, 오렌지추출물, 레몬추출물, 에스에이치-폴리펩타이드-121, 토코페롤, 설탕단풍추출물, 카프릴릴글라이콜, 메톡시피이지-114/폴리엡실론카프로락톤, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 아세틸헵타펩타이드-4, 복사나무잎추출물, 라이신, 알지닌, 히스티딘, 글루코오스, 자일로오스, 페녹시에탄올, 아세틸헥사펩타이드-8, 소듐하이드록사이드, 만노오스, 소듐클로라이드, 벼에스에이치-올리고펩타이드-1, 레시틴, 펜틸렌글라이콜, 아세틸옥타펩타이드-3, 하이드로제네이티드포스파티딜콜린, 카퍼트라이펩타이드-1, 소듐포스페이트, 덱스트린, 하이드롤라이즈드오크라추출물, 콜레스테롤, 푸코오스, 다이팔미토일하이드록시프롤린, 아크릴레이트/스테아릴메타크릴레이트코폴리머, 칼슘클로라이드, 포타슘클로라이드, 포타슘포스페이트, 마그네슘클로라이드, 하이드롤라이즈드기장 [에멀젼] 정제수, 프로판다이올, 글리세린, 하이드로제네이티드폴리(C6-14올레핀), 하이드로제네이티드폴리아이소부텐, 다이아이소스테아릴말레이트, 나이아신아마이드, 비스-하이드록시에톡시프로필다이메티콘, C14-22알코올, 1,2-헥산다이올, 시어버터, 피씨에이다이메티콘, 글리세릴스테아레이트시트레이트, 글리세릴폴리메타크릴레이트, C12-20알킬글루코사이드, 글리세릴스테아레이트, 세테아릴알코올, 하이드로제네이티드식물성오일, 스테아릭애씨드, 카보머, 에탄올, 트로메타민, 향료, 잔탄검, 글리세릴카프릴레이트, 팔미틱애씨드, 다이소듐이디티에이, 에틸헥실글리세린, 아데노신, 산수유열매추출물, 덱스트린, 카카오추출물, 만니톨, 트레할로오스, 글루코오스, 부틸렌글라이콜, 토코페롤, 에스에이치-폴리펩타이드-121, 카프릴릴글라이콜, 메톡시피이지-114/폴리엡실론카프로락톤, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 아세틸헵타펩타이드-4, 복사나무잎추출물, 라이신, 알지닌, 히스티딘, 자일로오스, 페녹시에탄올, 아세틸헥사펩타이드-8, 소듐하이드록사이드, 만노오스, 소듐클로라이드, 벼에스에이치-올리고펩타이드-1, 레시틴, 펜틸렌글라이콜, 아세틸옥타펩타이드-3, 하이드로제네이티드포스파티딜콜린, 카퍼트라이펩타이드-1, 소듐포스페이트, 하이드롤라이즈드오크라추출물, 콜레스테롤, 푸코오스, 다이팔미토일하이드록시프롤린, 아크릴레이트/스테아릴메타크릴레이트코폴리머, 칼슘클로라이드, 포타슘클로라이드, 포타슘포스페이트, 마그네슘클로라이드, 하이드롤라이즈드기장 [크림] 정제수, 프로판다이올, 스쿠알란, 글리세린, 시어버터, 다이카프릴릴카보네이트, 데실코코에이트, 나이아신아마이드, 비스-하이드록시에톡시프로필다이메티콘, 세테아릴알코올, 미리스틸미리스테이트, 글리세릴스테아레이트, 해바라기씨오일, 메틸트라이메티콘, 베헤닐알코올, 1,2-헥산다이올, 세테아릴올리베이트, 실리카, 아라키딜알코올, 솔비탄올리베이트, 글리세릴스테아레이트시트레이트, 아라키딜글루코사이드, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 에탄올, 향료, 비스-다이글리세릴폴리아실아디페이트-2, 잔탄검, 글리세릴카프릴레이트, 에틸헥실글리세린, 아데노신, 덱스트린, 카카오추출물, 산수유열매추출물, 다이소듐이디티에이, 하이드롤라이즈드콜라겐, 만니톨, 트레할로오스, 글루코오스, 부틸렌글라이콜, 토코페롤, 에스에이치-폴리펩타이드-121, 카프릴릴글라이콜, 메톡시피이지-114/폴리엡실론카프로락톤, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 아세틸헵타펩타이드-4, 복사나무잎추출물, 라이신, 알지닌, 히스티딘, 자일로오스, 페녹시에탄올, 아세틸헥사펩타이드-8, 소듐하이드록사이드, 만노오스, 소듐클로라이드, 벼에스에이치-올리고펩타이드-1, 레시틴, 펜틸렌글라이콜, 아세틸옥타펩타이드-3, 하이드로제네이티드포스파티딜콜린, 카퍼트라이펩타이드-1, 소듐포스페이트, 하이드롤라이즈드오크라추출물, 콜레스테롤, 푸코오스, 다이팔미토일하이드록시프롤린, 아크릴레이트/스테아릴메타크릴레이트코폴리머, 칼슘클로라이드, 포타슘클로라이드, 포타슘포스페이트, 마그네슘클로라이드, 하이드롤라이즈드기장",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=60465
센슈얼 파우더 매트 리퀴드 5g,"40,500원",10%,4.8,5 g,"다이메티콘, 폴리실리콘-11, 폴리글리세릴-2트라이아이소스테아레이트, 다이메티콘/비닐다이메티콘크로스폴리머, 다이메티콘/폴리글리세린-3크로스폴리머, 적색산화철, 펜타에리스리틸테트라아이소스테아레이트, 브이피/헥사데센코폴리머, 다이페닐다이메티콘/비닐다이페닐다이메티콘/실세스퀴옥세인크로스폴리머, 다이메티콘크로스폴리머, 티타늄디옥사이드 (CI 77891), 황색5호, 폴리하이드록시스테아릭애씨드, 다이스테아다이모늄헥토라이트, 시어버터, 레시틴, 적색202호, 에틸헥실팔미테이트, 아이소스테아릭애씨드, 아이소프로필미리스테이트, 실리카, 프로필렌카보네이트, 시어버터불검화물, 폴리글리세릴-3폴리리시놀리에이트, 다이프로필렌글라이콜, 적색201호, 흑색산화철, 리모넨, 알루미늄하이드록사이드, 리날룰, 트라이에톡시카프릴릴실레인, 향료, 소듐시트레이트, 토코페롤, 시트로넬올",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=28716
NEW 옴므 블랙 액티브 세트 2종,"92,800원",20%,4.8,옴므 블랙 액티브 어드밴스드 토너 125ml + 옴므 블랙 액티브 어드밴스드 에멀전 110ml,"[헤라 옴므 블랙 액티브 어드밴스드 토너] 정제수, 부틸렌글라이콜, 변성알코올, 프로판다이올, 다이메티콘, 글리세린, 세틸에틸헥사노에이트, 하이드로제네이티드폴리(C6-14올레핀), 부틸렌글라이콜다이카프릴레이트/다이카프레이트, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 1,2-헥산다이올, 폴리글리세린-3, 하이드로제네이티드식물성오일, 실리카, 베타인, 향료, 글리세릴스테아레이트, 피이지-100스테아레이트, 베헤닐알코올, 폴리실리콘-11, 카보머, 폴리아크릴레이트-13, 세테아릴알코올, 나이아신아마이드, 글리세릴카프릴레이트, 소듐스테아로일글루타메이트, 트로메타민, 폴리아이소부텐, 에틸헥실글리세린, 아데노신, 소듐메타포스페이트, 리모넨, 리날룰, 바이오사카라이드검-1, 카페인, 토코페릴아세테이트, 알지닌, 아스코빌테트라이소팔미테이트, 펜틸렌글라이콜, 호호바씨오일, 폴리솔베이트20, 솔비탄아이소스테아레이트, 하이드록시시트로넬알, 알파-아이소메틸아이오논, 레시틴, 흑효모발효물, 토코페롤, 아세틸헥사펩타이드-8, 트라이펩타이드-1, 수용성콜라겐, 팔미토일테트라펩타이드-7, 팔미토일트라이펩타이드-1, 팔미토일헥사펩타이드-12 / [헤라 옴므 블랙 액티브 어드밴스드 에멀전] 정제수, 변성알코올, 부틸렌글라이콜, 글리세린, 피이지-60하이드로제네이티드캐스터오일, 1,2-헥산다이올, 향료, 옥틸도데세스-16, 프로판다이올, 에틸헥실글리세린, 베타인, 카보머, 트로메타민, 아데노신, 바이오사카라이드검-1, 펜틸렌글라이콜, 리모넨, 리날룰, 카페인, 알지닌, 소듐메타포스페이트, 하이드록시시트로넬알, 알파-아이소메틸아이오논, 프로필렌글라이콜, 흑효모발효물, 소듐하이알루로네이트, 토코페롤, 아세틸헥사펩타이드-8, 트라이펩타이드-1, 수용성콜라겐, 팔미토일테트라펩타이드-7, 팔미토일트라이펩타이드-1, 팔미토일헥사펩타이드-12",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=65427
루즈 클래시 3.5g,"45,000원",10%,3.5,모든 피부타입,폴리글리세릴-2트라이아이소스테아레이트 합성왁스 다이아이소스테아릴말레이트 폴리글리세릴-10데카아이소스테아레이트 호호바에스터 에틸렌/프로필렌코폴리머 펜타에리스리틸테트라아이소스테아레이트 적색202호 다이메티콘 다이스테아다이모늄헥토라이트 C30-45알킬다이메틸실릴폴리프로필실세스퀴옥세인 알루미나 프로필렌카보네이트 흑색산화철 토코페릴아세테이트 토코페롤,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=60557
NEW 블랙 쿠션 파운데이션 SPF34/PA++ 15g,"46,800원",10%,4.8,15g,"[13N1] 정제수, 사이클로펜타실록세인, 메틸트라이메티콘, 부틸렌글라이콜, 티타늄디옥사이드 (CI 77891), 에칠헥실메톡시신나메이트, 마이카, 사이클로헥사실록세인, 트라이메틸실록시실리케이트, 피이지-10다이메티콘, 다이메티콘, 다이스테아다이모늄헥토라이트, 폴리메틸메타크릴레이트, 징크옥사이드, 티타늄디옥사이드, 라우릴피이지-9폴리다이메틸실록시에틸다이메티콘, 아크릴레이트/다이메티콘코폴리머, 소듐클로라이드, 아크릴레이트/스테아릴아크릴레이트/다이메티콘메타크릴레이트코폴리머, 황색산화철, 알루미늄하이드록사이드, 글리세린, 폴리실리콘-11, 폴리솔베이트40, 폴리솔베이트80, 카프릴릴글라이콜, 트라이에톡시카프릴릴실레인, 향료, 라우로일라이신, 스테아릭애씨드, 하이드로제네이티드레시틴, 적색산화철, 에틸헥실글리세린, 다이소듐이디티에이, 흑색산화철, 콘민트잎추출물, 비스머스옥시클로라이드, 커먼자스민꽃추출물, 아이소도데케인, 1,2-헥산다이올, 비에이치티, 아크릴레이트/폴리트라이메틸실록시메타크릴레이트코폴리머, 하이알루로닉애씨드, 토코페롤",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=61252
옴므 올인원 스킨 하이드로 트리트먼트 150ml,"38,400원",20%,4.8,150ml,"정제수, 글리세린, 베타인, 변성알코올, 다이프로필렌글라이콜, 1,2-헥산다이올, 메틸트라이메티콘, 나이아신아마이드, 사이클로펜타실록세인, 실리카, 세테아릴알코올, 판테놀, 다이메티콘올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 글리세릴스테아레이트, 프로판다이올, 트로메타민, 하이드로제네이티드레시틴, 해수, 글리세릴카프릴레이트, 향료, 스테아릭애씨드, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 팔미틱애씨드, 에틸헥실글리세린, 멘톡시프로판다이올, 아데노신, 다이소듐이디티에이, 바이오사카라이드검-1, 펜틸렌글라이콜, 리모넨, 리날룰, 미리스틱애씨드, 부틸렌글라이콜, 라우릭애씨드, 사철쑥추출물, 카프릴릴글라이콜, 메톡시피이지-114/폴리엡실론카프로락톤, 토코페롤, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 아크릴레이트/스테아릴메타크릴레이트코폴리머, 흰목이버섯포자낭과추출물, 하이알루로닉애씨드, 아세틸헵타펩타이드-4, 복사나무잎추출물, 잔탄검, 페녹시에탄올, 아세틸헥사펩타이드-8, 라이신, 알지닌, 히스티딘, 세라마이드엔피, 소듐하이드록사이드, 글루코오스, 자일로오스, 아세틸옥타펩타이드-3, 하이드로제네이티드포스파티딜콜린, 소듐클로라이드, 덱스트린, 하이드롤라이즈드오크라추출물, 콜레스테롤, 만노오스, 다이팔미토일하이드록시프롤린, 레시틴, 칼슘클로라이드, 카퍼트라이펩타이드-1, 포타슘클로라이드, 소듐포스페이트, 포타슘포스페이트, 마그네슘클로라이드, 푸코오스, 하이드롤라이즈드기장",https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=47595
